"q","biteA","Mean_Annual_Seroprevalence","param1","Persistence","mean_popn_R0","R0_when_q0","Persist_long","Persist_year"
"0",0.01,0.0180225462364671,0,0,0.769156058883459,0.769156058883459,"no","no"
"0",0.02,0.0182960615269901,0,62,0.773281818437485,0.773281818437485,"no","no"
"0",0.03,0.018586949480469,0,70,0.780102821740966,0.780102821740966,"no","no"
"0",0.04,0.0189419499351004,0,76,0.789549836368074,0.789549836368074,"no","no"
"0",0.05,0.019304711377193,0,81,0.801531027392836,0.801531027392836,"no","no"
"0",0.06,0.0197894302149269,0,86,0.815935817514276,0.815935817514276,"no","no"
"0",0.07,0.0205476640228402,0,91,0.832639651522093,0.832639651522093,"no","no"
"0",0.08,0.0214432297945462,0,96,0.851509007840383,0.851509007840383,"no","no"
"0",0.09,0.0225051558261012,0,101,0.872405346435265,0.872405346435265,"no","no"
"0",0.1,0.0239094127360933,0,107,0.895193774451001,0.895193774451001,"no","no"
"0",0.11,0.0257836653373825,0,112,0.919740782806028,0.919740782806028,"no","no"
"0",0.12,0.0279531964277238,0,117,0.945904723225239,0.945904723225239,"no","no"
"0",0.13,0.0303682326328119,0,121,0.973561562813472,0.973561562813472,"no","no"
"0",0.14,0.0330880659141798,0,124,1.0025919617632,1.0025919617632,"no","yes"
"0",0.15,0.0360534703585465,0,126,1.03288292582847,1.03288292582847,"no","yes"
"0",0.16,0.0391478977006957,0,127,1.06432760116345,1.06432760116345,"no","yes"
"0",0.17,0.0422066352583538,0,127,1.09682414718205,1.09682414718205,"no","yes"
"0",0.18,0.0450461745586497,0,126,1.13027660947927,1.13027660947927,"no","yes"
"0",0.19,0.047509740703821,0,123,1.16459555762042,1.16459555762042,"no","yes"
"0",0.2,0.0495081450179097,0,120,1.19969976732801,1.19969976732801,"no","yes"
"0",0.21,0.0510325135070754,0,116,1.23551741007015,1.23551741007015,"no","yes"
"0",0.22,0.0521384047159472,0,112,1.27198593493271,1.27198593493271,"no","yes"
"0",0.23,0.0529129205866401,0,107,1.30905117445867,1.30905117445867,"no","yes"
"0",0.24,0.0534456833232282,0,103,1.34666546412739,1.34666546412739,"no","yes"
"0",0.25,0.0538121134744807,0,99,1.38478588452287,1.38478588452287,"no","yes"
"0",0.26,0.054067952401898,0,95,1.42337363747462,1.42337363747462,"no","yes"
"0",0.27,0.0542524139903862,0,92,1.46239311386974,1.46239311386974,"no","yes"
"0",0.28,0.0543899035411377,0,90,1.50181197638413,1.50181197638413,"no","yes"
"0",0.29,0.0544968106708046,0,87,1.54160062091384,1.54160062091384,"no","yes"
"0",0.3,0.05458269265997,0,85,1.58173099971548,1.58173099971548,"no","yes"
"0",0.31,0.0546542140193653,0,84,1.62217866941666,1.62217866941666,"no","yes"
"0",0.32,0.05471484295183,0,82,1.66292043862382,1.66292043862382,"no","yes"
"0",0.33,0.0547686357433239,0,81,1.70393559778201,1.70393559778201,"no","yes"
"0",0.34,0.054816242981824,0,80,1.74520480135393,1.74520480135393,"no","yes"
"0",0.35,0.0548590975319867,0,79,1.78671069146476,1.78671069146476,"no","yes"
"0",0.36,0.0548981552925554,0,78,1.82843716602574,1.82843716602574,"no","yes"
"0",0.37,0.0549353124301866,0,77,1.87036978833493,1.87036978833493,"no","yes"
"0",0.38,0.0549697164645872,0,77,1.91249423857766,1.91249423857766,"no","yes"
"0",0.39,0.0550012926386382,0,76,1.95479927481554,1.95479927481554,"no","yes"
"0",0.4,0.0550328522116421,0,75,1.99727290921771,1.99727290921771,"no","yes"
"0",0.41,0.0550617042628295,0,75,2.03990448547017,2.03990448547017,"no","yes"
"0",0.42,0.0550905957056243,0,74,2.08268532447781,2.08268532447781,"no","yes"
"0",0.43,0.0551172460061324,0,74,2.12560494675522,2.12560494675522,"no","yes"
"0",0.44,0.0551443155216713,0,74,2.16865597984471,2.16865597984471,"no","yes"
"0",0.45,0.0551698746081842,0,73,2.21183071148553,2.21183071148553,"no","yes"
"0.1",0.01,0.0180475517705935,0.1,0,0.769363369430397,0.769156058883459,"no","no"
"0.1",0.02,0.0183463653237207,0.1,62,0.77409703227099,0.773281818437485,"no","no"
"0.1",0.03,0.0186639316657206,0.1,70,0.781896530549913,0.780102821740966,"no","no"
"0.1",0.04,0.0190476017506611,0.1,76,0.792647256568774,0.789549836368074,"no","no"
"0.1",0.05,0.019441845515828,0.1,81,0.806201166692246,0.801531027392836,"no","no"
"0.1",0.06,0.0199626405370607,0.1,86,0.822386681335044,0.815935817514276,"no","no"
"0.1",0.07,0.0207610295968927,0.1,91,0.841018958615724,0.832639651522093,"no","no"
"0.1",0.08,0.0217024687753537,0.1,97,0.861907917941098,0.851509007840383,"no","no"
"0.1",0.09,0.0228170782551779,0.1,101,0.884865933096139,0.872405346435265,"no","no"
"0.1",0.1,0.0243217633158187,0.1,306,0.909721766635822,0.895193774451001,"no","no"
"0.1",0.11,0.026580745699772,0.1,324,0.936331465362323,0.919740782806028,"no","no"
"0.1",0.12,0.0289271223595169,0.1,332,0.964498900719485,0.945904723225239,"no","no"
"0.1",0.13,0.0316066057267379,0.1,338,0.994095743221269,0.973561562813472,"no","no"
"0.1",0.14,0.0346078382220468,0.1,342,1.02499444799879,1.0025919617632,"no","yes"
"0.1",0.15,0.0378549089338246,0.1,345,1.05707666178205,1.03288292582847,"no","yes"
"0.1",0.16,0.0412107941503023,0.1,346,1.09023157527682,1.06432760116345,"no","yes"
"0.1",0.17,0.0455097457665389,0.1,763,1.1244976498102,1.09682414718205,"no","yes"
"0.1",0.18,0.0504572703119436,0.1,840,1.1597811873706,1.13027660947927,"no","yes"
"0.1",0.19,0.0548315905106699,0.1,847,1.19598956808912,1.16459555762042,"no","yes"
"0.1",0.2,0.0647297413027599,0.1,1222,1.23373792822092,1.19969976732801,"no","yes"
"0.1",0.21,0.0721892762026824,0.1,1213,1.2720599063241,1.23551741007015,"no","yes"
"0.1",0.22,0.104417892583346,0.1,1606,1.31488001991576,1.27198593493271,"no","yes"
"0.1",0.23,0.113097981540092,0.1,1844,1.35644411533628,1.30905117445867,"no","yes"
"0.1",0.24,0.404599163197095,0.1,8012,1.46697421341243,1.34666546412739,"no","yes"
"0.1",0.25,0.725804304316642,0.1,12418,1.62785593711273,1.38478588452287,"yes","yes"
"0.1",0.26,0.766651977082381,0.1,12411,1.6963289276973,1.42337363747462,"yes","yes"
"0.1",0.27,0.786047012683573,0.1,12408,1.75687388074226,1.46239311386974,"yes","yes"
"0.1",0.28,0.797186933052305,0.1,12406,1.81394750310284,1.50181197638413,"yes","yes"
"0.1",0.29,0.804112506292319,0.1,12403,1.86927839796666,1.54160062091384,"yes","yes"
"0.1",0.3,0.808662912179377,0.1,12401,1.92373327819712,1.58173099971548,"yes","yes"
"0.1",0.31,0.811779939663752,0.1,12400,1.97777450643955,1.62217866941666,"yes","yes"
"0.1",0.32,0.813989582930807,0.1,12398,2.03164732974995,1.66292043862382,"yes","yes"
"0.1",0.33,0.81559953694188,0.1,12397,2.08548811258999,1.70393559778201,"yes","yes"
"0.1",0.34,0.816795850172538,0.1,12396,2.13937751952973,1.74520480135393,"yes","yes"
"0.1",0.35,0.817707042015878,0.1,12395,2.19336224955333,1.78671069146476,"yes","yes"
"0.1",0.36,0.818405065727472,0.1,12394,2.2474698947845,1.82843716602574,"yes","yes"
"0.1",0.37,0.818949195433545,0.1,12393,2.30171681189142,1.87036978833493,"yes","yes"
"0.1",0.38,0.81937317808064,0.1,12393,2.35611315302831,1.91249423857766,"yes","yes"
"0.1",0.39,0.819703726800678,0.1,12392,2.41066227914108,1.95479927481554,"yes","yes"
"0.1",0.4,0.819968182585137,0.1,12392,2.46536657517657,1.99727290921771,"yes","yes"
"0.1",0.41,0.820179934480767,0.1,12391,2.52022396172532,2.03990448547017,"yes","yes"
"0.1",0.42,0.820342671165188,0.1,12391,2.57523364717186,2.08268532447781,"yes","yes"
"0.1",0.43,0.820473009516248,0.1,12391,2.63039151269597,2.12560494675522,"yes","yes"
"0.1",0.44,0.820573238000478,0.1,12391,2.68569509547447,2.16865597984471,"yes","yes"
"0.1",0.45,0.820652421046132,0.1,12391,2.74114071007221,2.21183071148553,"yes","yes"
"0.2",0.01,0.018079512134916,0.2,0,0.769643119069963,0.769156058883459,"no","no"
"0.2",0.02,0.018410669722741,0.2,62,0.775190890010374,0.773281818437485,"no","no"
"0.2",0.03,0.0187623617927269,0.2,70,0.784282729704062,0.780102821740966,"no","no"
"0.2",0.04,0.0191827135495285,0.2,76,0.796721425958737,0.789549836368074,"no","no"
"0.2",0.05,0.0196172677467875,0.2,81,0.812263240287696,0.801531027392836,"no","no"
"0.2",0.06,0.0201840528420503,0.2,86,0.830640335772825,0.815935817514276,"no","no"
"0.2",0.07,0.0210820634359629,0.2,310,0.85158421116026,0.832639651522093,"no","no"
"0.2",0.08,0.0222178709740031,0.2,319,0.874831763927755,0.851509007840383,"no","no"
"0.2",0.09,0.0235624781004897,0.2,327,0.900134866752489,0.872405346435265,"no","no"
"0.2",0.1,0.0253034103788975,0.2,334,0.927280986764052,0.895193774451001,"no","no"
"0.2",0.11,0.0278544003124746,0.2,736,0.956105279005551,0.919740782806028,"no","no"
"0.2",0.12,0.0308018365476921,0.2,751,0.986409521993153,0.945904723225239,"no","no"
"0.2",0.13,0.0346444648350021,0.2,1085,1.01809718311683,0.973561562813472,"no","no"
"0.2",0.14,0.0405962758049749,0.2,1102,1.05118947390187,1.0025919617632,"no","yes"
"0.2",0.15,0.0817054760047067,0.2,1621,1.08761664550738,1.03288292582847,"no","yes"
"0.2",0.16,0.0854706001065528,0.2,1615,1.12365166368124,1.06432760116345,"no","yes"
"0.2",0.17,0.110535395442821,0.2,3049,1.16266553712745,1.09682414718205,"no","yes"
"0.2",0.18,0.242264499622238,0.2,6672,1.21937392406487,1.13027660947927,"no","yes"
"0.2",0.19,0.476031359595454,0.2,10354,1.31068982941843,1.16459555762042,"no","yes"
"0.2",0.2,0.679207651731916,0.2,12421,1.41891308631232,1.19969976732801,"yes","yes"
"0.2",0.21,0.73119220824173,0.2,12413,1.48583320009302,1.23551741007015,"yes","yes"
"0.2",0.22,0.762479968412429,0.2,12408,1.54749235400792,1.27198593493271,"yes","yes"
"0.2",0.23,0.781444380995401,0.2,12405,1.60510067269663,1.30905117445867,"yes","yes"
"0.2",0.24,0.793305047294429,0.2,12402,1.66019960482237,1.34666546412739,"yes","yes"
"0.2",0.25,0.801020660601607,0.2,12400,1.7138939917442,1.38478588452287,"yes","yes"
"0.2",0.26,0.806237471012761,0.2,12398,1.76687716243744,1.42337363747462,"yes","yes"
"0.2",0.27,0.809878916320747,0.2,12396,1.81954934477116,1.46239311386974,"yes","yes"
"0.2",0.28,0.81249714534563,0.2,12395,1.87213435112522,1.50181197638413,"yes","yes"
"0.2",0.29,0.814426370814751,0.2,12394,1.9247608706322,1.54160062091384,"yes","yes"
"0.2",0.3,0.815872373173536,0.2,12393,1.97750333597537,1.58173099971548,"yes","yes"
"0.2",0.31,0.816981904703803,0.2,12392,2.03040563451973,1.62217866941666,"yes","yes"
"0.2",0.32,0.817835837186008,0.2,12391,2.08348973524094,1.66292043862382,"yes","yes"
"0.2",0.33,0.818504617199931,0.2,12390,2.13676857165727,1.70393559778201,"yes","yes"
"0.2",0.34,0.819032553959517,0.2,12390,2.19024712529228,1.74520480135393,"yes","yes"
"0.2",0.35,0.819455275573653,0.2,12389,2.24392550499038,1.78671069146476,"yes","yes"
"0.2",0.36,0.819786660944642,0.2,12389,2.29780135921298,1.82843716602574,"yes","yes"
"0.2",0.37,0.820055678093157,0.2,12388,2.35186977870316,1.87036978833493,"yes","yes"
"0.2",0.38,0.820267406703884,0.2,12388,2.40612674889045,1.91249423857766,"yes","yes"
"0.2",0.39,0.820436199897496,0.2,12388,2.46056558703126,1.95479927481554,"yes","yes"
"0.2",0.4,0.820574712128487,0.2,12388,2.51518134706707,1.99727290921771,"yes","yes"
"0.2",0.41,0.820681942585336,0.2,12388,2.569966992235,2.03990448547017,"yes","yes"
"0.2",0.42,0.820765156504311,0.2,12388,2.62491673640943,2.08268532447781,"yes","yes"
"0.2",0.43,0.820831176833171,0.2,12388,2.68002499965392,2.12560494675522,"yes","yes"
"0.2",0.44,0.8208794054003,0.2,12388,2.73528604405588,2.16865597984471,"yes","yes"
"0.2",0.45,0.820913957119698,0.2,12388,2.79069305767359,2.21183071148553,"yes","yes"
"0.3",0.01,0.0181211871026433,0.3,0,0.770040747648116,0.769156058883459,"no","no"
"0.3",0.02,0.0184945272639847,0.3,62,0.776732460015206,0.773281818437485,"no","no"
"0.3",0.03,0.018890738952354,0.3,70,0.787598887421984,0.780102821740966,"no","no"
"0.3",0.04,0.0193589538571511,0.3,76,0.802284018263284,0.789549836368074,"no","no"
"0.3",0.05,0.0198461402710034,0.3,81,0.820376643322757,0.801531027392836,"no","no"
"0.3",0.06,0.0205912254489631,0.3,315,0.84146525269553,0.815935817514276,"no","no"
"0.3",0.07,0.0216035297308711,0.3,322,0.865151212888387,0.832639651522093,"no","no"
"0.3",0.08,0.0228960764072178,0.3,723,0.891089944944705,0.851509007840383,"no","no"
"0.3",0.09,0.0245909216371412,0.3,738,0.918993667235959,0.872405346435265,"no","no"
"0.3",0.1,0.0271308957826531,0.3,1072,0.948629140655686,0.895193774451001,"no","no"
"0.3",0.11,0.0308263611910857,0.3,1094,0.979812177228439,0.919740782806028,"no","no"
"0.3",0.12,0.0694290019113848,0.3,1626,1.01413139049065,0.945904723225239,"no","no"
"0.3",0.13,0.0789491261856352,0.3,1618,1.04862826428921,0.973561562813472,"no","no"
"0.3",0.14,0.108831987528442,0.3,4385,1.08666745430126,1.0025919617632,"no","yes"
"0.3",0.15,0.296265516566192,0.3,9273,1.14638630245562,1.03288292582847,"no","yes"
"0.3",0.16,0.548338812575451,0.3,12443,1.24295641194104,1.06432760116345,"yes","yes"
"0.3",0.17,0.643782611801008,0.3,12421,1.31286021866894,1.09682414718205,"yes","yes"
"0.3",0.18,0.706623530905281,0.3,12413,1.37917929340052,1.13027660947927,"yes","yes"
"0.3",0.19,0.74609425410046,0.3,12407,1.44119354188768,1.16459555762042,"yes","yes"
"0.3",0.2,0.770444541287306,0.3,12403,1.49897756458581,1.19969976732801,"yes","yes"
"0.3",0.21,0.785796245229678,0.3,12400,1.55392152033213,1.23551741007015,"yes","yes"
"0.3",0.22,0.795821379085057,0.3,12398,1.60722878909005,1.27198593493271,"yes","yes"
"0.3",0.23,0.80259198057064,0.3,12396,1.65968939833997,1.30905117445867,"yes","yes"
"0.3",0.24,0.807299967171949,0.3,12394,1.71176680341271,1.34666546412739,"yes","yes"
"0.3",0.25,0.810662608349442,0.3,12393,1.76372730030869,1.38478588452287,"yes","yes"
"0.3",0.26,0.813114268417491,0.3,12392,1.81572069998257,1.42337363747462,"yes","yes"
"0.3",0.27,0.81494083330787,0.3,12391,1.86783694806017,1.46239311386974,"yes","yes"
"0.3",0.28,0.816323326836414,0.3,12390,1.92012819000002,1.50181197638413,"yes","yes"
"0.3",0.29,0.817384154086792,0.3,12389,1.97262302909925,1.54160062091384,"yes","yes"
"0.3",0.3,0.81820863872806,0.3,12388,2.02533580544071,1.58173099971548,"yes","yes"
"0.3",0.31,0.818848951607543,0.3,12388,2.07827221100886,1.62217866941666,"yes","yes"
"0.3",0.32,0.819356700604934,0.3,12387,2.13143261324182,1.66292043862382,"yes","yes"
"0.3",0.33,0.819761131386632,0.3,12387,2.18481388065937,1.70393559778201,"yes","yes"
"0.3",0.34,0.820080308737176,0.3,12386,2.23841018844294,1.74520480135393,"yes","yes"
"0.3",0.35,0.820332646754681,0.3,12386,2.29221652841481,1.78671069146476,"yes","yes"
"0.3",0.36,0.820539485061514,0.3,12386,2.34622530716474,1.82843716602574,"yes","yes"
"0.3",0.37,0.820700123842844,0.3,12386,2.40042897766633,1.87036978833493,"yes","yes"
"0.3",0.38,0.820826987360426,0.3,12386,2.45482094379512,1.91249423857766,"yes","yes"
"0.3",0.39,0.820928301393966,0.3,12386,2.50939346196461,1.95479927481554,"yes","yes"
"0.3",0.4,0.821006042806703,0.3,12386,2.56414041155134,1.99727290921771,"yes","yes"
"0.3",0.41,0.821062685324764,0.3,12386,2.61905444103166,2.03990448547017,"yes","yes"
"0.3",0.42,0.821105075603366,0.3,12386,2.67413029642064,2.08268532447781,"yes","yes"
"0.3",0.43,0.821137175191094,0.3,12386,2.72936049089597,2.12560494675522,"yes","yes"
"0.3",0.44,0.821155612782251,0.3,12386,2.78473889396824,2.16865597984471,"yes","yes"
"0.3",0.45,0.821161126374318,0.3,12387,2.84026086293555,2.21183071148553,"yes","yes"
"0.4",0.01,0.0181765212967888,0.4,0,0.770650320399412,0.769156058883459,"no","no"
"0.4",0.02,0.0186058641533388,0.4,62,0.779057823021932,0.773281818437485,"no","no"
"0.4",0.03,0.0190980330321802,0.4,70,0.792479221209415,0.780102821740966,"no","no"
"0.4",0.04,0.0196353213509411,0.4,76,0.810233555163995,0.789549836368074,"no","no"
"0.4",0.05,0.020266913835439,0.4,315,0.831622534154305,0.801531027392836,"no","no"
"0.4",0.06,0.0210676114354001,0.4,322,0.856007396841221,0.815935817514276,"no","no"
"0.4",0.07,0.0224563083898283,0.4,733,0.88287315794269,0.832639651522093,"no","no"
"0.4",0.08,0.0242535744499986,0.4,1072,0.911802783720467,0.851509007840383,"no","no"
"0.4",0.09,0.0271778067056155,0.4,1424,0.942488036849173,0.872405346435265,"no","no"
"0.4",0.1,0.0337657744503276,0.4,2238,0.974812794749225,0.895193774451001,"no","no"
"0.4",0.11,0.0719240636546591,0.4,1622,1.0101558124362,0.919740782806028,"no","no"
"0.4",0.12,0.118201671605833,0.4,6909,1.04844330031539,0.945904723225239,"no","no"
"0.4",0.13,0.393965197437133,0.4,12531,1.11802022794975,0.973561562813472,"yes","no"
"0.4",0.14,0.542088734571634,0.4,12432,1.1956987006601,1.0025919617632,"yes","yes"
"0.4",0.15,0.638465563862042,0.4,12418,1.262698842938,1.03288292582847,"yes","yes"
"0.4",0.16,0.702808721399008,0.4,12410,1.32789191842525,1.06432760116345,"yes","yes"
"0.4",0.17,0.742954363897094,0.4,12404,1.3887844149871,1.09682414718205,"yes","yes"
"0.4",0.18,0.767855248685591,0.4,12400,1.44558319551706,1.13027660947927,"yes","yes"
"0.4",0.19,0.783772434601772,0.4,12397,1.49974471404063,1.16459555762042,"yes","yes"
"0.4",0.2,0.794340133029193,0.4,12395,1.5524508122677,1.19969976732801,"yes","yes"
"0.4",0.21,0.801582672928672,0.4,12393,1.60443584904633,1.23551741007015,"yes","yes"
"0.4",0.22,0.806673987489764,0.4,12392,1.65611873575232,1.27198593493271,"yes","yes"
"0.4",0.23,0.810320699499604,0.4,12391,1.70773514695756,1.30905117445867,"yes","yes"
"0.4",0.24,0.812979911263363,0.4,12390,1.75941813420002,1.34666546412739,"yes","yes"
"0.4",0.25,0.814952894165831,0.4,12389,1.81124576022161,1.38478588452287,"yes","yes"
"0.4",0.26,0.81643296607047,0.4,12388,1.86326462677767,1.42337363747462,"yes","yes"
"0.4",0.27,0.817559843096785,0.4,12387,1.9155002636498,1.46239311386974,"yes","yes"
"0.4",0.28,0.818423280421702,0.4,12386,1.96796687292146,1.50181197638413,"yes","yes"
"0.4",0.29,0.819094969588598,0.4,12386,2.02066875781401,1.54160062091384,"yes","yes"
"0.4",0.3,0.819618781061336,0.4,12385,2.07360624853828,1.58173099971548,"yes","yes"
"0.4",0.31,0.820029965444468,0.4,12385,2.12677503403491,1.62217866941666,"yes","yes"
"0.4",0.32,0.820349211007261,0.4,12385,2.18017036617528,1.66292043862382,"yes","yes"
"0.4",0.33,0.820606410089796,0.4,12385,2.23378406294256,1.70393559778201,"yes","yes"
"0.4",0.34,0.82080606980337,0.4,12385,2.28761005861789,1.74520480135393,"yes","yes"
"0.4",0.35,0.820960167165263,0.4,12384,2.34164004151007,1.78671069146476,"yes","yes"
"0.4",0.36,0.821084329387598,0.4,12384,2.39586644720354,1.82843716602574,"yes","yes"
"0.4",0.37,0.821178095845715,0.4,12385,2.45028210143687,1.87036978833493,"yes","yes"
"0.4",0.38,0.82124623922685,0.4,12385,2.50487902828158,1.91249423857766,"yes","yes"
"0.4",0.39,0.821296693816816,0.4,12385,2.55965090841715,1.95479927481554,"yes","yes"
"0.4",0.4,0.82133500236918,0.4,12385,2.61459060000567,1.99727290921771,"yes","yes"
"0.4",0.41,0.821356215584738,0.4,12385,2.66969202638327,2.03990448547017,"yes","yes"
"0.4",0.42,0.821366268042976,0.4,12385,2.72494785776123,2.08268532447781,"yes","yes"
"0.4",0.43,0.821366625241393,0.4,12386,2.78035271263139,2.12560494675522,"yes","yes"
"0.4",0.44,0.821362515392495,0.4,12386,2.83590117355172,2.16865597984471,"yes","yes"
"0.4",0.45,0.821350411730367,0.4,12386,2.891587284228,2.21183071148553,"yes","yes"
"0.5",0.01,0.0182510447804059,0.5,0,0.771700140728561,0.769156058883459,"no","no"
"0.5",0.02,0.0187984733183079,0.5,62,0.782926945998117,0.773281818437485,"no","no"
"0.5",0.03,0.0193443387527116,0.5,70,0.800224079404003,0.780102821740966,"no","no"
"0.5",0.04,0.0200539273083657,0.5,313,0.822222681698125,0.789549836368074,"no","no"
"0.5",0.05,0.0208649115445412,0.5,726,0.847765679193167,0.801531027392836,"no","no"
"0.5",0.06,0.0220837241924352,0.5,1066,0.875997862907561,0.815935817514276,"no","no"
"0.5",0.07,0.0241542666707272,0.5,1409,0.906318393883173,0.832639651522093,"no","no"
"0.5",0.08,0.0282727601288246,0.5,2219,0.938369834928388,0.851509007840383,"no","no"
"0.5",0.09,0.0642752010155026,0.5,1627,0.973122022051762,0.872405346435265,"no","no"
"0.5",0.1,0.0861293149579631,0.5,4696,1.00909283802104,0.895193774451001,"no","no"
"0.5",0.11,0.344282938647626,0.5,12531,1.06897764185057,0.919740782806028,"yes","no"
"0.5",0.12,0.499668835420339,0.5,12433,1.14150284061104,0.945904723225239,"yes","no"
"0.5",0.13,0.609179930639465,0.5,12417,1.20777039071044,0.973561562813472,"yes","no"
"0.5",0.14,0.68472149047702,0.5,12409,1.27326792798302,1.0025919617632,"yes","yes"
"0.5",0.15,0.731381509709575,0.5,12403,1.33456714120709,1.03288292582847,"yes","yes"
"0.5",0.16,0.760109207128724,0.5,12398,1.39151749818036,1.06432760116345,"yes","yes"
"0.5",0.17,0.77840370478805,0.5,12395,1.44563009450403,1.09682414718205,"yes","yes"
"0.5",0.18,0.790571752127394,0.5,12393,1.49819191524168,1.13027660947927,"yes","yes"
"0.5",0.19,0.798967347652879,0.5,12392,1.54999823286643,1.16459555762042,"yes","yes"
"0.5",0.2,0.804907271623854,0.5,12390,1.60149397953224,1.19969976732801,"yes","yes"
"0.5",0.21,0.809185056174655,0.5,12389,1.65292530038452,1.23551741007015,"yes","yes"
"0.5",0.22,0.812299858246547,0.5,12388,1.7044270283797,1.27198593493271,"yes","yes"
"0.5",0.23,0.814594214826748,0.5,12387,1.75607481944386,1.30905117445867,"yes","yes"
"0.5",0.24,0.816292727642783,0.5,12386,1.80791283695235,1.34666546412739,"yes","yes"
"0.5",0.25,0.817570420103538,0.5,12385,1.85996595494799,1.38478588452287,"yes","yes"
"0.5",0.26,0.81853579818727,0.5,12385,1.91225058828939,1.42337363747462,"yes","yes"
"0.5",0.27,0.819270801410873,0.5,12384,1.96477260227355,1.46239311386974,"yes","yes"
