"q","biteA","Mean_Annual_Seroprevalence","R0_when_q0","param1","Persistence","mean_popn_R0","Persist_long","Persist_year"
"0.5",0.25,0.76830894863054,1.07265919314101,0.5,12396,1.42307168560005,"yes","yes"
"0.5",0.26,0.778731412613467,1.09641712841973,0.5,12394,1.46030163822298,"yes","yes"
"0.5",0.27,0.786841169500395,1.1205803954871,0.5,12393,1.49699449545086,"yes","yes"
"0.5",0.28,0.793245043001575,1.14512174591402,0.5,12392,1.53335409470596,"yes","yes"
"0.5",0.29,0.79837220872904,1.170015361714,0.5,12391,1.56951829014862,"yes","yes"
"0.5",0.3,0.802510546285519,1.19523645769521,0.5,12390,1.60557922959378,"yes","yes"
"0.5",0.31,0.805877125233129,1.22076218998543,0.5,12389,1.64160220821003,"yes","yes"
"0.5",0.32,0.808628323411218,1.24657220602298,0.5,12388,1.67763061923513,"yes","yes"
"0.5",0.33,0.810882300219451,1.27264732238755,0.5,12387,1.71369195848659,"yes","yes"
"0.5",0.34,0.812734054524474,1.29897098410439,0.5,12387,1.74980574737535,"yes","yes"
"0.5",0.35,0.814255801794891,1.32552801765679,0.5,12386,1.78598403992139,"yes","yes"
"0.5",0.36,0.815505398184473,1.35230507454283,0.5,12386,1.82223586530356,"yes","yes"
"0.5",0.37,0.816540157453049,1.37928946696487,0.5,12385,1.85856710979558,"yes","yes"
"0.5",0.38,0.8173985371366,1.40647006871096,0.5,12385,1.89498341737962,"yes","yes"
"0.5",0.39,0.818108195213101,1.4338365665043,0.5,12384,1.93148691675179,"yes","yes"
"0.5",0.4,0.818699359567408,1.4613788246518,0.5,12384,1.968081152933,"yes","yes"
"0.5",0.41,0.819190758981659,1.48908778118075,0.5,12384,2.00476728510394,"yes","yes"
"0.5",0.42,0.819604816059828,1.51695463485094,0.5,12384,2.04154614551607,"yes","yes"
"0.5",0.43,0.819948530367792,1.54497158036142,0.5,12384,2.07841845786939,"yes","yes"
"0.5",0.44,0.820237941267432,1.57313017247125,0.5,12383,2.11538321421181,"yes","yes"
"0.5",0.45,0.820483042363363,1.60142386834724,0.5,12383,2.15244007543891,"yes","yes"
"0.6",0.01,0.0180318797536198,0.722451859693402,0.6,0,0.725772776492607,"no","no"
"0.6",0.02,0.0183508040225007,0.724540522899575,0.6,0,0.736641001995948,"no","no"
"0.6",0.03,0.0186358985599454,0.728004631065874,0.6,0,0.752134633982901,"no","no"
"0.6",0.04,0.0189789260851376,0.732825146594599,0.6,60,0.770505540425888,"no","no"
"0.6",0.05,0.0193094940000721,0.73897555868539,0.6,65,0.790706557522861,"no","no"
"0.6",0.06,0.019658347936983,0.746423119602634,0.6,69,0.812147736229145,"no","no"
"0.6",0.07,0.0201435891088218,0.755129812235721,0.6,313,0.834494165026936,"no","no"
"0.6",0.08,0.0207723635516511,0.765052739956296,0.6,728,0.857541790673005,"no","no"
"0.6",0.09,0.0217596481372528,0.776145617168594,0.6,1069,0.881166432208581,"no","no"
"0.6",0.1,0.023379502826483,0.788359308572485,0.6,1422,0.905288496359819,"no","no"
"0.6",0.11,0.0272926953353891,0.801643097897471,0.6,2556,0.929907863317749,"no","no"
"0.6",0.12,0.0373111082835693,0.815945036703529,0.6,4354,0.95514135079254,"no","no"
"0.6",0.13,0.0813052900627851,0.831213167082112,0.6,7663,0.982173737494698,"no","no"
"0.6",0.14,0.23036694256779,0.847395777415818,0.6,12531,1.01658781745505,"yes","no"
"0.6",0.15,0.38379835834137,0.864442165754515,0.6,12436,1.06497215113361,"yes","no"
"0.6",0.16,0.495911506367081,0.882303289291038,0.6,12422,1.11118728800361,"yes","no"
"0.6",0.17,0.578354253452447,0.90093141751557,0.6,12414,1.15757670311836,"yes","no"
"0.6",0.18,0.640079703688298,0.920280770936715,0.6,12408,1.20380841201467,"yes","no"
"0.6",0.19,0.686358123106064,0.940324453229364,0.6,12403,1.24792400403193,"yes","no"
"0.6",0.2,0.718025997282688,0.961000848794107,0.6,12399,1.28947622753434,"yes","no"
"0.6",0.21,0.740645174043265,0.982274876376277,0.6,12396,1.32914608913788,"yes","no"
"0.6",0.22,0.75733913956423,1.00411126087694,0.6,12394,1.36742003986229,"yes","yes"
"0.6",0.23,0.769984712383046,1.02647562694986,0.6,12392,1.40474783395998,"yes","yes"
"0.6",0.24,0.779771880205357,1.04933546146558,0.6,12391,1.44146463653382,"yes","yes"
"0.6",0.25,0.787483233053304,1.07265919314101,0.6,12390,1.47780674735664,"yes","yes"
"0.6",0.26,0.793645232821547,1.09641712841973,0.6,12389,1.51392807341946,"yes","yes"
"0.6",0.27,0.798623217405012,1.1205803954871,0.6,12388,1.54992765922494,"yes","yes"
"0.6",0.28,0.802683674606661,1.14512174591402,0.6,12387,1.5858725520352,"yes","yes"
"0.6",0.29,0.806025238844733,1.170015361714,0.6,12386,1.62181165433586,"yes","yes"
"0.6",0.3,0.808785899273186,1.19523645769521,0.6,12386,1.65777965703462,"yes","yes"
"0.6",0.31,0.811069915042472,1.22076218998543,0.6,12385,1.69379845490295,"yes","yes"
"0.6",0.32,0.812963200625797,1.24657220602298,0.6,12385,1.72988218809787,"yes","yes"
"0.6",0.33,0.814531511935244,1.27264732238755,0.6,12384,1.76604077513691,"yes","yes"
"0.6",0.34,0.815825223406692,1.29897098410439,0.6,12384,1.80228055375427,"yes","yes"
"0.6",0.35,0.81689440636693,1.32552801765679,0.6,12383,1.83860517905538,"yes","yes"
"0.6",0.36,0.817775118000526,1.35230507454283,0.6,12383,1.87501754161452,"yes","yes"
"0.6",0.37,0.818496811877813,1.37928946696487,0.6,12383,1.91151971564053,"yes","yes"
"0.6",0.38,0.819094161913919,1.40647006871096,0.6,12383,1.94811281293142,"yes","yes"
"0.6",0.39,0.819587246776296,1.4338365665043,0.6,12383,1.98479838175029,"yes","yes"
"0.6",0.4,0.819989513432771,1.4613788246518,0.6,12382,2.02157735266775,"yes","yes"
"0.6",0.41,0.820323747237633,1.48908778118075,0.6,12382,2.05844937945011,"yes","yes"
"0.6",0.42,0.820603297244879,1.51695463485094,0.6,12382,2.0954150361443,"yes","yes"
"0.6",0.43,0.820830228699192,1.54497158036142,0.6,12382,2.1324735184249,"yes","yes"
"0.6",0.44,0.821017340372594,1.57313017247125,0.6,12382,2.16962371144351,"yes","yes"
"0.6",0.45,0.821173209145735,1.60142386834724,0.6,12383,2.20686492549049,"yes","yes"
"0.7",0.01,0.0181358687029846,0.722451859693402,0.7,0,0.735902197798329,"no","no"
"0.7",0.02,0.018536701646763,0.724540522899575,0.7,0,0.757556490271737,"no","no"
"0.7",0.03,0.01895185354377,0.728004631065874,0.7,0,0.780315070437023,"no","no"
"0.7",0.04,0.0194071941252534,0.732825146594599,0.7,60,0.803603484642408,"no","no"
"0.7",0.05,0.0198602247007062,0.73897555868539,0.7,65,0.827285397488101,"no","no"
"0.7",0.06,0.0204722970430514,0.746423119602634,0.7,721,0.851310333580996,"no","no"
"0.7",0.07,0.0214962666609205,0.755129812235721,0.7,1067,0.875656978150749,"no","no"
"0.7",0.08,0.0231204698791492,0.765052739956296,0.7,1419,0.900309282343659,"no","no"
"0.7",0.09,0.0274248677737383,0.776145617168594,0.7,2926,0.92531941499345,"no","no"
"0.7",0.1,0.0371978157737199,0.788359308572485,0.7,4678,0.950782244648225,"no","no"
"0.7",0.11,0.121658340547887,0.801643097897471,0.7,12406,0.979295879691372,"yes","no"
"0.7",0.12,0.236883954572649,0.815945036703529,0.7,12531,1.01264728216783,"yes","no"
"0.7",0.13,0.388518746908708,0.831213167082112,0.7,12427,1.05733948312384,"yes","no"
"0.7",0.14,0.504637779863415,0.847395777415818,0.7,12416,1.1016076062598,"yes","no"
"0.7",0.15,0.585784887901968,0.864442165754515,0.7,12408,1.14753596338878,"yes","no"
"0.7",0.16,0.645750973171083,0.882303289291038,0.7,12402,1.19258428282456,"yes","no"
"0.7",0.17,0.688940897240506,0.90093141751557,0.7,12398,1.23537874263576,"yes","no"
"0.7",0.18,0.719147159045943,0.920280770936715,0.7,12395,1.27540199264244,"yes","no"
"0.7",0.19,0.741617488404772,0.940324453229364,0.7,12392,1.31422116196352,"yes","no"
"0.7",0.2,0.757669827756212,0.961000848794107,0.7,12391,1.35178618195534,"yes","no"
"0.7",0.21,0.769835553053082,0.982274876376277,0.7,12389,1.38859899891279,"yes","no"
"0.7",0.22,0.779350445745972,1.00411126087694,0.7,12388,1.42495931853376,"yes","yes"
"0.7",0.23,0.786930085890325,1.02647562694986,0.7,12387,1.46106113267854,"yes","yes"
"0.7",0.24,0.793038935005008,1.04933546146558,0.7,12386,1.49703136805519,"yes","yes"
"0.7",0.25,0.798017745432486,1.07265919314101,0.7,12385,1.53293900152512,"yes","yes"
"0.7",0.26,0.802101730491499,1.09641712841973,0.7,12385,1.56882809615624,"yes","yes"
"0.7",0.27,0.805480033308024,1.1205803954871,0.7,12384,1.60473147398733,"yes","yes"
"0.7",0.28,0.808298214776963,1.14512174591402,0.7,12383,1.64067508406892,"yes","yes"
"0.7",0.29,0.810653810075726,1.170015361714,0.7,12383,1.67667775999499,"yes","yes"
"0.7",0.3,0.812632240067768,1.19523645769521,0.7,12383,1.71275205073663,"yes","yes"
"0.7",0.31,0.814289253473377,1.22076218998543,0.7,12382,1.74890615418329,"yes","yes"
"0.7",0.32,0.815679129239853,1.24657220602298,0.7,12382,1.78514600693985,"yes","yes"
"0.7",0.33,0.816830272753856,1.27264732238755,0.7,12382,1.82147485748684,"yes","yes"
"0.7",0.34,0.817782345519733,1.29897098410439,0.7,12382,1.85789517327705,"yes","yes"
"0.7",0.35,0.818568620588451,1.32552801765679,0.7,12382,1.89440789076305,"yes","yes"
"0.7",0.36,0.819205819439671,1.35230507454283,0.7,12382,1.93101346155726,"yes","yes"
"0.7",0.37,0.819731208689781,1.37928946696487,0.7,12382,1.96771280601465,"yes","yes"
"0.7",0.38,0.820157696534354,1.40647006871096,0.7,12382,2.00450584460677,"yes","yes"
"0.7",0.39,0.820505033889527,1.4338365665043,0.7,12382,2.04139331304342,"yes","yes"
"0.7",0.4,0.820784962253019,1.4613788246518,0.7,12382,2.0783749145531,"yes","yes"
"0.7",0.41,0.821013369419482,1.48908778118075,0.7,12382,2.1154503792863,"yes","yes"
"0.7",0.42,0.821195792438662,1.51695463485094,0.7,12382,2.15261895987256,"yes","yes"
"0.7",0.43,0.821339271255654,1.54497158036142,0.7,12383,2.1898804441766,"yes","yes"
"0.7",0.44,0.821457409424551,1.57313017247125,0.7,12383,2.2272327702268,"yes","yes"
"0.7",0.45,0.821550652750948,1.60142386834724,0.7,12383,2.26467462962275,"yes","yes"
"0.8",0.01,0.0182930080599537,0.722451859693402,0.8,0,0.806274929740143,"no","no"
"0.8",0.02,0.0189800674294578,0.724540522899575,0.8,0,0.821470588217121,"no","no"
"0.8",0.03,0.0196804020794638,0.728004631065874,0.8,0,0.840887763080732,"no","no"
"0.8",0.04,0.0204919768486077,0.732825146594599,0.8,60,0.862331452958308,"no","no"
"0.8",0.05,0.0213334600007287,0.73897555868539,0.8,65,0.884916599627149,"no","no"
"0.8",0.06,0.0231898505543293,0.746423119602634,0.8,1414,0.908270810733373,"no","no"
"0.8",0.07,0.0274761265365299,0.755129812235721,0.8,2927,0.932232517043228,"no","no"
"0.8",0.08,0.0389854008582378,0.765052739956296,0.8,6204,0.956824073845693,"no","no"
"0.8",0.09,0.136778942496691,0.776145617168594,0.8,12411,0.984592130373591,"yes","no"
"0.8",0.1,0.246006497769788,0.788359308572485,0.8,12439,1.01775439622343,"yes","no"
"0.8",0.11,0.383807612525285,0.801643097897471,0.8,12420,1.05589894897451,"yes","no"
"0.8",0.12,0.50287093224974,0.815945036703529,0.8,12409,1.09778175961726,"yes","no"
"0.8",0.13,0.592854585869401,0.831213167082112,0.8,12402,1.14237053336257,"yes","no"
"0.8",0.14,0.649132072189328,0.847395777415818,0.8,12396,1.18540009304337,"yes","no"
"0.8",0.15,0.688804995538765,0.864442165754515,0.8,12393,1.22625552466314,"yes","no"
"0.8",0.16,0.718405068489507,0.882303289291038,0.8,12390,1.26524594561094,"yes","no"
"0.8",0.17,0.739682699017464,0.90093141751557,0.8,12388,1.30266172826474,"yes","no"
"0.8",0.18,0.75493933014829,0.920280770936715,0.8,12387,1.33937306739177,"yes","no"
"0.8",0.19,0.767756440358522,0.940324453229364,0.8,12386,1.37595505396287,"yes","no"
"0.8",0.2,0.777374892487951,0.961000848794107,0.8,12385,1.4120753231535,"yes","no"
"0.8",0.21,0.785020825507873,0.982274876376277,0.8,12384,1.44798855069678,"yes","no"
"0.8",0.22,0.791233862576727,1.00411126087694,0.8,12383,1.48382255563728,"yes","yes"
"0.8",0.23,0.796338094644341,1.02647562694986,0.8,12383,1.5196483927197,"yes","yes"
"0.8",0.24,0.800560979528403,1.04933546146558,0.8,12382,1.55549424653181,"yes","yes"
"0.8",0.25,0.804068971364026,1.07265919314101,0.8,12382,1.59137609953076,"yes","yes"
"0.8",0.26,0.807005533424424,1.09641712841973,0.8,12381,1.62730914094458,"yes","yes"
"0.8",0.27,0.809479244924767,1.1205803954871,0.8,12381,1.66330694091404,"yes","yes"
"0.8",0.28,0.811572922928444,1.14512174591402,0.8,12381,1.69937990985943,"yes","yes"
"0.8",0.29,0.813354418746301,1.170015361714,0.8,12381,1.73553737141341,"yes","yes"
"0.8",0.3,0.814870706033391,1.19523645769521,0.8,12381,1.7717839743339,"yes","yes"
"0.8",0.31,0.81615200127795,1.22076218998543,0.8,12381,1.80812429769967,"yes","yes"
"0.8",0.32,0.817227619745145,1.24657220602298,0.8,12381,1.84456163207426,"yes","yes"
"0.8",0.33,0.818124597057827,1.27264732238755,0.8,12382,1.88109640191995,"yes","yes"
"0.8",0.34,0.81886569182422,1.29897098410439,0.8,12382,1.91772909027484,"yes","yes"
"0.8",0.35,0.819469157733314,1.32552801765679,0.8,12382,1.9544599037375,"yes","yes"
"0.8",0.36,0.81995883981401,1.35230507454283,0.8,12382,1.99128768836231,"yes","yes"
"0.8",0.37,0.820352255883202,1.37928946696487,0.8,12383,2.02821240564776,"yes","yes"
"0.8",0.38,0.820665080211594,1.40647006871096,0.8,12383,2.06523394709236,"yes","yes"
"0.8",0.39,0.820913652383903,1.4338365665043,0.8,12383,2.10235162790767,"yes","yes"
"0.8",0.4,0.821111840898848,1.4613788246518,0.8,12383,2.13956531486602,"yes","yes"
"0.8",0.41,0.821264005585221,1.48908778118075,0.8,12384,2.17687415645366,"yes","yes"
"0.8",0.42,0.8213796307576,1.51695463485094,0.8,12384,2.21427666543408,"yes","yes"
"0.8",0.43,0.821466936070204,1.54497158036142,0.8,12384,2.25177258148259,"yes","yes"
"0.8",0.44,0.821533446589875,1.57313017247125,0.8,12385,2.28935975924273,"yes","yes"
"0.8",0.45,0.82157732473176,1.60142386834724,0.8,12385,2.32703749008448,"yes","yes"
"0.9",0.01,0.0189935361057613,0.722451859693402,0.9,0,0.903081120212622,"no","no"
"0.9",0.02,0.0205843045333988,0.724540522899575,0.9,0,0.911814625289904,"no","no"
"0.9",0.03,0.0223802758516976,0.728004631065874,0.9,0,0.925025011993397,"no","no"
"0.9",0.04,0.0243578625627409,0.732825146594599,0.9,1062,0.94149261864802,"no","no"
"0.9",0.05,0.0293927491908239,0.73897555868539,0.9,2926,0.960302689171527,"no","no"
"0.9",0.06,0.0513642415478845,0.746423119602634,0.9,12391,0.981059202811703,"yes","no"
"0.9",0.07,0.144426773654366,0.755129812235721,0.9,12415,1.00492785529542,"yes","no"
"0.9",0.08,0.24753913401115,0.765052739956296,0.9,12427,1.03339847520023,"yes","no"
"0.9",0.09,0.383742681492107,0.776145617168594,0.9,12412,1.06708111710126,"yes","no"
"0.9",0.1,0.504193168749358,0.788359308572485,0.9,12401,1.10437314004909,"yes","no"
"0.9",0.11,0.590951925421881,0.801643097897471,0.9,12393,1.14443891751444,"yes","no"
"0.9",0.12,0.649890212753132,0.815945036703529,0.9,12389,1.18441031970265,"yes","no"
"0.9",0.13,0.687814811555718,0.831213167082112,0.9,12386,1.22302159183045,"yes","no"
"0.9",0.14,0.713538132839133,0.847395777415818,0.9,12385,1.26038087682856,"yes","no"
"0.9",0.15,0.734299418084544,0.864442165754515,0.9,12384,1.29671430476236,"yes","no"
"0.9",0.16,0.751005836829552,0.882303289291038,0.9,12383,1.33277248902216,"yes","no"
"0.9",0.17,0.762938858303343,0.90093141751557,0.9,12382,1.36853921719722,"yes","no"
"0.9",0.18,0.772262937126653,0.920280770936715,0.9,12381,1.40420370181807,"yes","no"
"0.9",0.19,0.780888258701531,0.940324453229364,0.9,12381,1.44011418275556,"yes","no"
"0.9",0.2,0.787546088255024,0.961000848794107,0.9,12381,1.47584407206036,"yes","no"
"0.9",0.21,0.792988611483182,0.982274876376277,0.9,12381,1.51156672389153,"yes","no"
"0.9",0.22,0.797523354754983,1.00411126087694,0.9,12381,1.547348322095,"yes","yes"
"0.9",0.23,0.801319567757441,1.02647562694986,0.9,12381,1.58320411410302,"yes","yes"
"0.9",0.24,0.804514801257365,1.04933546146558,0.9,12381,1.61913621290401,"yes","yes"
"0.9",0.25,0.807212857517551,1.07265919314101,0.9,12381,1.65514894329386,"yes","yes"
"0.9",0.26,0.809500496058221,1.09641712841973,0.9,12382,1.69124690055323,"yes","yes"
"0.9",0.27,0.811458045716079,1.1205803954871,0.9,12382,1.7274350245477,"yes","yes"
"0.9",0.28,0.81314372283064,1.14512174591402,0.9,12383,1.76371952234497,"yes","yes"
"0.9",0.29,0.814593544637817,1.170015361714,0.9,12383,1.80010351855205,"yes","yes"
"0.9",0.3,0.815839821231996,1.19523645769521,0.9,12383,1.83659109122587,"yes","yes"
"0.9",0.31,0.816896383439086,1.22076218998543,0.9,12384,1.87318472667807,"yes","yes"
"0.9",0.32,0.817786204739027,1.24657220602298,0.9,12384,1.90988538982659,"yes","yes"
"0.9",0.33,0.81852455381385,1.27264732238755,0.9,12385,1.94669257863434,"yes","yes"
"0.9",0.34,0.819129122645829,1.29897098410439,0.9,12385,1.98360529136078,"yes","yes"
"0.9",0.35,0.819616328311696,1.32552801765679,0.9,12386,2.02062199125741,"yes","yes"
"0.9",0.36,0.820005241823642,1.35230507454283,0.9,12386,2.05774170396198,"yes","yes"
"0.9",0.37,0.820312183198101,1.37928946696487,0.9,12387,2.09496301295723,"yes","yes"
"0.9",0.38,0.820549364382745,1.40647006871096,0.9,12387,2.13228485451542,"yes","yes"
"0.9",0.39,0.82072971902725,1.4338365665043,0.9,12388,2.16970677299871,"yes","yes"
"0.9",0.4,0.820863605776625,1.4613788246518,0.9,12388,2.2072273596967,"yes","yes"
"0.9",0.41,0.820959410404235,1.48908778118075,0.9,12389,2.24484585495355,"yes","yes"
"0.9",0.42,0.82102644668856,1.51695463485094,0.9,12389,2.28256111703779,"yes","yes"
"0.9",0.43,0.821068483274058,1.54497158036142,0.9,12390,2.32037217794048,"yes","yes"
"0.9",0.44,0.821090876282217,1.57313017247125,0.9,12390,2.35827822477306,"yes","yes"
"0.9",0.45,0.821098322063408,1.60142386834724,0.9,12390,2.39627931677108,"yes","yes"
"0.99",0.01,0.02283127801094,0.722451859693402,0.99,0,0.992153681246698,"no","no"
"0.99",0.02,0.0279721568818058,0.724540522899575,0.99,0,0.9984521685837,"no","no"
"0.99",0.03,0.0342655148503717,0.728004631065874,0.99,12089,1.00845791507834,"no","no"
"0.99",0.04,0.0618891717981723,0.732825146594599,0.99,12404,1.02174898925829,"yes","no"
"0.99",0.05,0.148975986286939,0.73897555868539,0.99,12419,1.03863680622997,"yes","no"
"0.99",0.06,0.23735021299567,0.746423119602634,0.99,12422,1.05944545485439,"yes","no"
"0.99",0.07,0.364755577296808,0.755129812235721,0.99,12406,1.08524660648141,"yes","no"
"0.99",0.08,0.481195632352671,0.765052739956296,0.99,12392,1.11623081576784,"yes","no"
"0.99",0.09,0.570984484551444,0.776145617168594,0.99,12386,1.14949528643942,"yes","no"
"0.99",0.1,0.632910242044472,0.788359308572485,0.99,12383,1.18475105780105,"yes","no"
"0.99",0.11,0.675260446123117,0.801643097897471,0.99,12381,1.22047470274844,"yes","no"
"0.99",0.12,0.703075902790201,0.815945036703529,0.99,12380,1.25601295013263,"yes","no"
"0.99",0.13,0.722794713448659,0.831213167082112,0.99,12380,1.29132278047268,"yes","no"
"0.99",0.14,0.739457202040245,0.847395777415818,0.99,12381,1.32626013373315,"yes","no"
"0.99",0.15,0.753944482519541,0.864442165754515,0.99,12381,1.36142494526975,"yes","no"
"0.99",0.16,0.764578550773059,0.882303289291038,0.99,12382,1.3966473368274,"yes","no"
"0.99",0.17,0.772989418848152,0.90093141751557,0.99,12383,1.43194653207535,"yes","no"
"0.99",0.18,0.77987642603628,0.920280770936715,0.99,12384,1.46734405800877,"yes","no"
"0.99",0.19,0.786677525710152,0.940324453229364,0.99,12385,1.50313441653274,"yes","no"
"0.99",0.2,0.791992143847801,0.961000848794107,0.99,12386,1.5388673776581,"yes","no"
"0.99",0.21,0.796401966395307,0.982274876376277,0.99,12386,1.57468949744722,"yes","no"
"0.99",0.22,0.800116787774412,1.00411126087694,0.99,12387,1.61063119440606,"yes","yes"
"0.99",0.23,0.803262165803042,1.02647562694986,0.99,12388,1.64668919759833,"yes","yes"
"0.99",0.24,0.805928629875691,1.04933546146558,0.99,12389,1.68285789394729,"yes","yes"
"0.99",0.25,0.808199964612173,1.07265919314101,0.99,12390,1.71913460750278,"yes","yes"
"0.99",0.26,0.81014613942317,1.09641712841973,0.99,12391,1.75551752569734,"yes","yes"
"0.99",0.27,0.81182782344932,1.1205803954871,0.99,12391,1.79200798308587,"yes","yes"
"0.99",0.28,0.813286218521354,1.14512174591402,0.99,12392,1.828609742618,"yes","yes"
"0.99",0.29,0.814552228454889,1.170015361714,0.99,12393,1.86532418179348,"yes","yes"
"0.99",0.3,0.81564239332243,1.19523645769521,0.99,12393,1.90215451825949,"yes","yes"
"0.99",0.31,0.8165738335492,1.22076218998543,0.99,12394,1.93910252318234,"yes","yes"
"0.99",0.32,0.817353493125539,1.24657220602298,0.99,12395,1.97616738594881,"yes","yes"
"0.99",0.33,0.81799637451435,1.27264732238755,0.99,12395,2.01334945133056,"yes","yes"
"0.99",0.34,0.818516864296485,1.29897098410439,0.99,12396,2.05064561831282,"yes","yes"
"0.99",0.35,0.818931348249684,1.32552801765679,0.99,12396,2.08805190388555,"yes","yes"
"0.99",0.36,0.819252878963675,1.35230507454283,0.99,12397,2.12556726824086,"yes","yes"
"0.99",0.37,0.819499162336314,1.37928946696487,0.99,12397,2.16319072689611,"yes","yes"
"0.99",0.38,0.819682189869718,1.40647006871096,0.99,12398,2.20091979671366,"yes","yes"
"0.99",0.39,0.819817644515268,1.4338365665043,0.99,12398,2.23875269466942,"yes","yes"
"0.99",0.4,0.81991226449163,1.4613788246518,0.99,12399,2.27668886842127,"yes","yes"
"0.99",0.41,0.819972521541674,1.48908778118075,0.99,12399,2.31472757751696,"yes","yes"
"0.99",0.42,0.820004780526257,1.51695463485094,0.99,12400,2.35286980862857,"yes","yes"
"0.99",0.43,0.820015887764186,1.54497158036142,0.99,12400,2.39111231878312,"yes","yes"
"0.99",0.44,0.82000952136739,1.57313017247125,0.99,12401,2.42944330069137,"yes","yes"
"0.99",0.45,0.819990741305065,1.60142386834724,0.99,12401,2.46786665556981,"yes","yes"
